state,agency_type,agency_name,population_1,total_offenses,crimes_against_persons,crimes_against_property,crimes_against_society,assault_offenses,aggravated_assault,simple_assault,intimidation,homicide_offenses,murder_and_nonnegligent_manslaughter,negligent_man_slaughter,justifiable_homicide,human_trafficking_offenses,commercial_sex_acts,involuntary_servitude,kidnapping_abduction,sex_offenses,rape,sodomy,sexual_assault_with_an_object,fondling,incest,statutory_rape,arson,bribery,burglary_breaking_&_entering,counter_feiting_forgery,destruction_damage_vandalism_of_property,embezzle_ment,extortion_blackmail,fraud_offenses,false_pretenses_swindle_confidence_game,credit_card_automated_teller_machine_fraud,imper_sonation,welfare_fraud,wire_fraud,identity_theft,hacking_computer_invasion,larceny_theft_offenses,pocket_picking,purse_snatching,shop_lifting,theft_from_building,theft_from_coin_op_erated_machine_or_device,theft_from_motor_vehicle,theft_of_motor_vehicle_parts_or_acces_sories,all_other_larceny,motor_vehicle_theft,robbery,stolen_property_offenses,animal_cruelty,drug_narcotic_offenses,drug_narcotic_violations,drug_equipment_violations,gambling_offenses,betting_wagering,operating_promoting_assisting_gambling,gambling_equipment_violations,sports_tampering,por_nography_obscene_material,pros_titution_offenses,pros_titution,assisting_or_promoting_prostitution,purchasing_prostitution,weapon_law_violations
,,Valdese,4416,145,23,98,24,18,7,10,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,14,4,21,0,0,10,7,3,0,0,0,0,0,35,0,2,0,0,0,5,1,27,7,0,7,2,20,11,9,0,0,0,0,0,0,0,0,0,0,2
,,Wadesboro,5221,1395,462,739,194,445,100,230,115,3,3,0,0,0,0,0,5,9,3,1,1,3,0,1,2,0,120,22,272,2,0,22,14,4,0,0,0,4,0,240,0,1,54,4,1,25,14,141,24,19,16,1,125,93,32,0,0,0,0,0,0,0,0,0,0,68
,,Wake Forest,47738,2141,341,926,874,332,57,217,58,1,1,0,0,0,0,0,3,5,2,0,0,3,0,0,0,0,58,14,170,3,5,142,102,35,0,0,5,0,0,480,0,0,40,0,0,102,15,323,28,8,18,0,796,484,312,0,0,0,0,0,8,0,0,0,0,70
,,Washington,9459,1261,365,614,282,342,106,178,58,1,1,0,0,0,0,0,7,15,4,1,0,10,0,0,4,0,75,9,99,8,1,89,46,19,2,1,6,14,1,307,3,0,150,23,0,28,9,94,5,12,5,0,254,143,111,0,0,0,0,0,2,0,0,0,0,26
,,Waxhaw,18222,587,90,326,171,83,4,59,20,0,0,0,0,0,0,0,0,7,2,3,0,2,0,0,1,0,27,5,71,3,2,56,55,1,0,0,0,0,0,143,0,0,1,0,0,64,0,78,5,1,12,0,156,80,76,0,0,0,0,0,4,0,0,0,0,11
,,Waynesville,10174,1745,210,1091,444,196,44,125,27,1,1,0,0,0,0,0,6,7,5,0,0,1,0,1,5,0,83,17,161,9,0,99,62,12,18,0,2,5,0,643,2,2,398,38,3,36,4,160,34,4,36,1,422,259,163,1,0,0,1,0,2,0,0,0,0,18
,,Weaverville,4065,363,8,254,101,6,2,4,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,3,20,17,2,0,25,15,5,2,0,2,1,0,171,0,0,16,4,0,20,3,128,11,1,4,0,96,57,39,0,0,0,0,0,0,0,0,0,0,5
,,Weldon,1452,176,29,140,7,27,11,14,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,17,3,37,0,0,12,3,2,1,0,1,4,1,51,0,0,8,0,0,3,0,40,9,4,7,0,6,5,1,0,0,0,0,0,0,0,0,0,0,1
,,Wendell,8951,316,58,189,69,53,7,38,8,0,0,0,0,0,0,0,2,3,1,0,0,2,0,0,0,0,21,3,32,0,2,42,24,11,1,0,2,4,0,72,0,0,7,7,0,24,3,31,10,4,3,0,62,40,22,0,0,0,0,0,1,0,0,0,0,6
,,West Jefferson,1313,279,17,98,164,12,2,10,0,0,0,0,0,0,0,0,1,4,2,0,0,2,0,0,0,0,7,4,14,0,0,7,7,0,0,0,0,0,0,60,0,0,7,41,0,5,0,7,5,1,0,0,156,89,67,0,0,0,0,0,0,0,0,0,0,8
